timeStamp,iopv,time,date,iopv_lag
2020-04-20 09:15:03.230,3.828,09:15:03.230000,2020-04-20,
2020-04-20 09:25:00.741,3.83,09:25:00.741000,2020-04-20,3.828
2020-04-20 09:25:07.000,3.834,09:25:07,2020-04-20,3.83
2020-04-20 09:30:11.561,3.835,09:30:11.561000,2020-04-20,3.834
2020-04-20 09:30:32.581,3.834,09:30:32.581000,2020-04-20,3.835
2020-04-20 09:30:41.551,3.833,09:30:41.551000,2020-04-20,3.834
2020-04-20 09:30:47.581,3.832,09:30:47.581000,2020-04-20,3.833
2020-04-20 09:30:50.590,3.831,09:30:50.590000,2020-04-20,3.832
2020-04-20 09:31:02.560,3.832,09:31:02.560000,2020-04-20,3.831
2020-04-20 09:31:05.570,3.831,09:31:05.570000,2020-04-20,3.832
2020-04-20 09:31:17.581,3.832,09:31:17.581000,2020-04-20,3.831
2020-04-20 09:31:26.591,3.833,09:31:26.591000,2020-04-20,3.832
2020-04-20 09:31:56.581,3.832,09:31:56.581000,2020-04-20,3.833
2020-04-20 09:32:02.571,3.833,09:32:02.571000,2020-04-20,3.832
2020-04-20 09:32:05.560,3.832,09:32:05.560000,2020-04-20,3.833
2020-04-20 09:32:20.591,3.83,09:32:20.591000,2020-04-20,3.832
2020-04-20 09:32:26.611,3.828,09:32:26.611000,2020-04-20,3.83
2020-04-20 09:32:32.601,3.825,09:32:32.601000,2020-04-20,3.828
2020-04-20 09:32:35.610,3.824,09:32:35.610000,2020-04-20,3.825
2020-04-20 09:33:02.601,3.826,09:33:02.601000,2020-04-20,3.824
2020-04-20 09:33:05.611,3.827,09:33:05.611000,2020-04-20,3.826
2020-04-20 09:33:11.570,3.828,09:33:11.570000,2020-04-20,3.827
2020-04-20 09:33:17.580,3.829,09:33:17.580000,2020-04-20,3.828
2020-04-20 09:33:26.611,3.83,09:33:26.611000,2020-04-20,3.829
2020-04-20 09:33:35.571,3.831,09:33:35.571000,2020-04-20,3.83
2020-04-20 09:33:47.591,3.832,09:33:47.591000,2020-04-20,3.831
2020-04-20 09:34:05.601,3.833,09:34:05.601000,2020-04-20,3.832
2020-04-20 09:34:11.600,3.832,09:34:11.600000,2020-04-20,3.833
2020-04-20 09:34:17.600,3.831,09:34:17.600000,2020-04-20,3.832
2020-04-20 09:34:26.631,3.833,09:34:26.631000,2020-04-20,3.831
2020-04-20 09:34:47.630,3.832,09:34:47.630000,2020-04-20,3.833
2020-04-20 09:35:05.631,3.833,09:35:05.631000,2020-04-20,3.832
2020-04-20 09:35:11.611,3.832,09:35:11.611000,2020-04-20,3.833
2020-04-20 09:35:20.621,3.831,09:35:20.621000,2020-04-20,3.832
2020-04-20 09:35:26.590,3.829,09:35:26.590000,2020-04-20,3.831
2020-04-20 09:35:32.630,3.828,09:35:32.630000,2020-04-20,3.829
2020-04-20 09:35:41.050,3.829,09:35:41.050000,2020-04-20,3.828
2020-04-20 09:35:50.640,3.828,09:35:50.640000,2020-04-20,3.829
2020-04-20 09:35:56.640,3.829,09:35:56.640000,2020-04-20,3.828
2020-04-20 09:36:02.651,3.83,09:36:02.651000,2020-04-20,3.829
2020-04-20 09:36:05.630,3.829,09:36:05.630000,2020-04-20,3.83
2020-04-20 09:36:20.640,3.83,09:36:20.640000,2020-04-20,3.829
2020-04-20 09:36:32.631,3.832,09:36:32.631000,2020-04-20,3.83
2020-04-20 09:36:50.611,3.833,09:36:50.611000,2020-04-20,3.832
2020-04-20 09:37:11.051,3.832,09:37:11.051000,2020-04-20,3.833
2020-04-20 09:37:17.650,3.831,09:37:17.650000,2020-04-20,3.832
2020-04-20 09:37:26.621,3.83,09:37:26.621000,2020-04-20,3.831
2020-04-20 09:38:05.650,3.829,09:38:05.650000,2020-04-20,3.83
