timetamp,iopv,time,date,iopv_lag
16:57.0,3.888,16:57.0,4/27/2020,3.889
18:27.0,3.889,11:18:27,4/27/2020,3.888
18:42.0,3.89,11:18:42,4/27/2020,3.889
19:12.0,3.891,19:12.0,4/27/2020,3.89
19:42.0,3.89,19:42.0,4/27/2020,3.891
22:30.0,3.889,11:22:30,4/27/2020,3.89
23:30.0,3.89,23:30.0,4/27/2020,3.889
24:00.0,3.889,24:00.0,4/27/2020,3.89
24:15.0,3.89,24:15.0,4/27/2020,3.889
24:30.0,3.889,11:24:30,4/27/2020,3.89
26:00.0,3.888,26:00.0,4/27/2020,3.889
28:03.0,3.889,28:03.0,4/27/2020,3.888
29:18.0,3.89,11:29:18,4/27/2020,3.889
00:06.0,3.891,13:00:06,4/27/2020,3.89
00:21.0,3.895,13:00:21,4/27/2020,3.891
00:36.0,3.896,13:00:36,4/27/2020,3.895
00:51.0,3.894,13:00:51,4/27/2020,3.896
01:06.0,3.893,01:06.0,4/27/2020,3.894
01:36.0,3.894,01:36.0,4/27/2020,3.893
02:39.0,3.893,02:39.0,4/27/2020,3.894
03:24.0,3.892,13:03:24,4/27/2020,3.893
03:39.0,3.893,13:03:39,4/27/2020,3.892
03:54.0,3.892,13:03:54,4/27/2020,3.893
05:09.0,3.891,05:09.0,4/27/2020,3.892
05:54.0,3.89,05:54.0,4/27/2020,3.891
06:24.0,3.889,13:06:24,4/27/2020,3.89
07:09.0,3.887,13:07:09,4/27/2020,3.889
07:24.0,3.888,13:07:24,4/27/2020,3.887
07:57.0,3.887,13:07:57,4/27/2020,3.888
10:42.0,3.886,13:10:42,4/27/2020,3.887
12:12.0,3.887,12:12.0,4/27/2020,3.886
12:27.0,3.886,12:27.0,4/27/2020,3.887
12:42.0,3.887,12:42.0,4/27/2020,3.886
13:12.0,3.888,13:13:12,4/27/2020,3.887
13:27.0,3.887,13:13:27,4/27/2020,3.888
14:15.0,3.886,13:14:15,4/27/2020,3.887
14:45.0,3.885,13:14:45,4/27/2020,3.886
15:45.0,3.884,15:45.0,4/27/2020,3.885
16:15.0,3.883,16:15.0,4/27/2020,3.884
16:30.0,3.882,16:30.0,4/27/2020,3.883
16:45.0,3.883,16:45.0,4/27/2020,3.882
17:45.0,3.884,13:17:45,4/27/2020,3.883
19:30.0,3.883,19:30.0,4/27/2020,3.884
20:45.0,3.882,13:20:45,4/27/2020,3.883
21:03.0,3.883,13:21:03,4/27/2020,3.882
21:18.0,3.882,13:21:18,4/27/2020,3.883
22:48.0,3.883,22:48.0,4/27/2020,3.882
23:33.0,3.884,23:33.0,4/27/2020,3.883
24:03.0,3.885,13:24:03,4/27/2020,3.884
24:33.0,3.886,13:24:33,4/27/2020,3.885
25:33.0,3.885,25:33.0,4/27/2020,3.886
27:06.0,3.886,27:06.0,4/27/2020,3.885
28:06.0,3.888,13:28:06,4/27/2020,3.886
29:06.0,3.889,29:06.0,4/27/2020,3.888
29:36.0,3.888,29:36.0,4/27/2020,3.889
30:06.0,3.889,30:06.0,4/27/2020,3.888
30:21.0,3.887,30:21.0,4/27/2020,3.889
30:51.0,3.886,13:30:51,4/27/2020,3.887
34:09.0,3.887,34:09.0,4/27/2020,3.886
35:24.0,3.888,13:35:24,4/27/2020,3.887
38:39.0,3.887,38:39.0,4/27/2020,3.888
38:54.0,3.886,38:54.0,4/27/2020,3.887
39:09.0,3.887,39:09.0,4/27/2020,3.886
39:27.0,3.886,13:39:27,4/27/2020,3.887
39:42.0,3.887,39:42.0,4/27/2020,3.886
39:57.0,3.886,39:57.0,4/27/2020,3.887
40:12.0,3.887,40:12.0,4/27/2020,3.886
40:57.0,3.888,40:57.0,4/27/2020,3.887
41:42.0,3.889,13:41:42,4/27/2020,3.888
41:57.0,3.89,13:41:57,4/27/2020,3.889
43:42.0,3.889,43:42.0,4/27/2020,3.89
47:45.0,3.888,47:45.0,4/27/2020,3.889
48:00.0,3.887,13:48:00,4/27/2020,3.888
48:15.0,3.888,13:48:15,4/27/2020,3.887
50:45.0,3.889,13:50:45,4/27/2020,3.888
51:45.0,3.89,13:51:45,4/27/2020,3.889
52:48.0,3.891,13:52:48,4/27/2020,3.89
53:18.0,3.892,53:18.0,4/27/2020,3.891
54:33.0,3.891,54:33.0,4/27/2020,3.892
54:48.0,3.89,13:54:48,4/27/2020,3.891
55:03.0,3.889,13:55:03,4/27/2020,3.89
55:18.0,3.89,13:55:18,4/27/2020,3.889
57:18.0,3.891,57:18.0,4/27/2020,3.89
57:33.0,3.89,13:57:33,4/27/2020,3.891
58:21.0,3.889,58:21.0,4/27/2020,3.89
58:51.0,3.888,13:58:51,4/27/2020,3.889
01:21.0,3.887,14:01:21,4/27/2020,3.888
02:06.0,3.886,14:02:06,4/27/2020,3.887
02:51.0,3.885,02:51.0,4/27/2020,3.886
03:36.0,3.882,03:36.0,4/27/2020,3.885
04:06.0,3.881,04:06.0,4/27/2020,3.882
05:24.0,3.88,14:05:24,4/27/2020,3.881
05:39.0,3.879,14:05:39,4/27/2020,3.88
07:39.0,3.88,07:39.0,4/27/2020,3.879
08:39.0,3.879,14:08:39,4/27/2020,3.88
09:24.0,3.878,14:09:24,4/27/2020,3.879
09:54.0,3.879,09:54.0,4/27/2020,3.878
10:09.0,3.878,10:09.0,4/27/2020,3.879
10:24.0,3.876,10:24.0,4/27/2020,3.878
10:54.0,3.875,14:10:54,4/27/2020,3.876
11:12.0,3.874,11:12.0,4/27/2020,3.875
11:27.0,3.875,11:27.0,4/27/2020,3.874
11:42.0,3.876,11:42.0,4/27/2020,3.875
11:57.0,3.877,11:57.0,4/27/2020,3.876
14:27.0,3.876,14:27.0,4/27/2020,3.877
14:42.0,3.877,14:42.0,4/27/2020,3.876
18:30.0,3.876,18:30.0,4/27/2020,3.877
18:45.0,3.875,18:45.0,4/27/2020,3.876
19:00.0,3.876,14:19:00,4/27/2020,3.875
20:45.0,3.878,20:45.0,4/27/2020,3.876
21:30.0,3.879,21:30.0,4/27/2020,3.878
21:45.0,3.878,14:21:45,4/27/2020,3.879
23:00.0,3.879,23:00.0,4/27/2020,3.878
23:45.0,3.878,23:45.0,4/27/2020,3.879
24:03.0,3.879,14:24:03,4/27/2020,3.878
24:18.0,3.878,24:18.0,4/27/2020,3.879
25:03.0,3.879,25:03.0,4/27/2020,3.878
25:33.0,3.878,14:25:33,4/27/2020,3.879
25:48.0,3.879,14:25:48,4/27/2020,3.878
26:03.0,3.878,14:26:03,4/27/2020,3.879
26:48.0,3.879,26:48.0,4/27/2020,3.878
27:03.0,3.878,27:03.0,4/27/2020,3.879
27:33.0,3.877,27:33.0,4/27/2020,3.878
27:48.0,3.878,27:48.0,4/27/2020,3.877
28:03.0,3.877,28:03.0,4/27/2020,3.878
29:03.0,3.876,14:29:03,4/27/2020,3.877
29:51.0,3.875,14:29:51,4/27/2020,3.876
30:06.0,3.874,14:30:06,4/27/2020,3.875
30:36.0,3.873,14:30:36,4/27/2020,3.874
30:51.0,3.874,14:30:51,4/27/2020,3.873
31:36.0,3.873,31:36.0,4/27/2020,3.874
32:51.0,3.874,14:32:51,4/27/2020,3.873
33:06.0,3.873,14:33:06,4/27/2020,3.874
33:36.0,3.874,33:36.0,4/27/2020,3.873
33:51.0,3.873,33:51.0,4/27/2020,3.874
34:36.0,3.874,34:36.0,4/27/2020,3.873
35:21.0,3.875,14:35:21,4/27/2020,3.874
35:36.0,3.876,14:35:36,4/27/2020,3.875
36:09.0,3.877,36:09.0,4/27/2020,3.876
36:54.0,3.878,14:36:54,4/27/2020,3.877
37:09.0,3.877,14:37:09,4/27/2020,3.878
37:54.0,3.876,37:54.0,4/27/2020,3.877
38:09.0,3.875,38:09.0,4/27/2020,3.876
38:39.0,3.876,38:39.0,4/27/2020,3.875
38:54.0,3.875,38:54.0,4/27/2020,3.876
40:24.0,3.874,40:24.0,4/27/2020,3.875
40:54.0,3.873,40:54.0,4/27/2020,3.874
41:09.0,3.874,41:09.0,4/27/2020,3.873
41:27.0,3.873,41:27.0,4/27/2020,3.874
41:57.0,3.874,41:57.0,4/27/2020,3.873
42:27.0,3.873,42:27.0,4/27/2020,3.874
44:27.0,3.874,44:27.0,4/27/2020,3.873
48:45.0,3.875,48:45.0,4/27/2020,3.874
49:15.0,3.874,49:15.0,4/27/2020,3.875
50:15.0,3.873,14:50:15,4/27/2020,3.874
50:30.0,3.874,14:50:30,4/27/2020,3.873
50:45.0,3.873,14:50:45,4/27/2020,3.874
51:00.0,3.874,14:51:00,4/27/2020,3.873
51:45.0,3.875,51:45.0,4/27/2020,3.874
52:00.0,3.874,52:00.0,4/27/2020,3.875
52:48.0,3.875,52:48.0,4/27/2020,3.874
53:48.0,3.874,14:53:48,4/27/2020,3.875
54:03.0,3.875,14:54:03,4/27/2020,3.874
54:18.0,3.874,14:54:18,4/27/2020,3.875
54:33.0,3.875,14:54:33,4/27/2020,3.874
55:18.0,3.874,55:18.0,4/27/2020,3.875
55:33.0,3.875,55:33.0,4/27/2020,3.874
56:03.0,3.876,56:03.0,4/27/2020,3.875
15:12.0,3.875,15:12.0,4/28/2020,
25:21.0,3.888,25:21.0,4/28/2020,3.875
30:24.0,3.889,9:30:24,4/28/2020,3.888
30:39.0,3.887,9:30:39,4/28/2020,3.889
30:54.0,3.884,30:54.0,4/28/2020,3.887
31:09.0,3.883,31:09.0,4/28/2020,3.884
31:24.0,3.882,31:24.0,4/28/2020,3.883
31:39.0,3.881,31:39.0,4/28/2020,3.882
31:54.0,3.882,31:54.0,4/28/2020,3.881
32:09.0,3.881,32:09.0,4/28/2020,3.882
32:54.0,3.88,9:32:54,4/28/2020,3.881
33:09.0,3.881,9:33:09,4/28/2020,3.88
33:24.0,3.88,9:33:24,4/28/2020,3.881
33:39.0,3.881,9:33:39,4/28/2020,3.88
33:57.0,3.882,9:33:57,4/28/2020,3.881
34:12.0,3.883,9:34:12,4/28/2020,3.882
34:27.0,3.885,9:34:27,4/28/2020,3.883
35:12.0,3.886,35:12.0,4/28/2020,3.885
35:42.0,3.885,35:42.0,4/28/2020,3.886
35:57.0,3.884,35:57.0,4/28/2020,3.885
36:27.0,3.885,9:36:27,4/28/2020,3.884
36:42.0,3.886,9:36:42,4/28/2020,3.885
36:57.0,3.888,9:36:57,4/28/2020,3.886
37:27.0,3.889,9:37:27,4/28/2020,3.888
37:57.0,3.89,37:57.0,4/28/2020,3.889
38:27.0,3.887,38:27.0,4/28/2020,3.89
38:42.0,3.886,38:42.0,4/28/2020,3.887
38:57.0,3.885,38:57.0,4/28/2020,3.886
39:42.0,3.886,9:39:42,4/28/2020,3.885
39:57.0,3.887,9:39:57,4/28/2020,3.886
40:27.0,3.885,9:40:27,4/28/2020,3.887
40:45.0,3.883,9:40:45,4/28/2020,3.885
41:00.0,3.882,9:41:00,4/28/2020,3.883
41:30.0,3.881,9:41:30,4/28/2020,3.882
41:45.0,3.882,41:45.0,4/28/2020,3.881
42:00.0,3.881,42:00.0,4/28/2020,3.882
42:15.0,3.88,42:15.0,4/28/2020,3.881
42:30.0,3.881,42:30.0,4/28/2020,3.88
42:45.0,3.882,42:45.0,4/28/2020,3.881
43:30.0,3.881,9:43:30,4/28/2020,3.882
43:45.0,3.88,9:43:45,4/28/2020,3.881
44:00.0,3.878,9:44:00,4/28/2020,3.88
44:15.0,3.879,9:44:15,4/28/2020,3.878
44:30.0,3.878,44:30.0,4/28/2020,3.879
44:45.0,3.879,44:45.0,4/28/2020,3.878
45:00.0,3.877,45:00.0,4/28/2020,3.879
45:15.0,3.876,45:15.0,4/28/2020,3.877
45:45.0,3.874,45:45.0,4/28/2020,3.876
46:18.0,3.871,46:18.0,4/28/2020,3.874
46:48.0,3.868,46:48.0,4/28/2020,3.871
47:03.0,3.867,47:03.0,4/28/2020,3.868
47:33.0,3.866,9:47:33,4/28/2020,3.867
47:48.0,3.867,9:47:48,4/28/2020,3.866
48:03.0,3.868,9:48:03,4/28/2020,3.867
48:18.0,3.867,9:48:18,4/28/2020,3.868
48:33.0,3.866,48:33.0,4/28/2020,3.867
48:48.0,3.865,48:48.0,4/28/2020,3.866
49:03.0,3.864,49:03.0,4/28/2020,3.865
49:18.0,3.861,49:18.0,4/28/2020,3.864
49:33.0,3.86,49:33.0,4/28/2020,3.861
50:03.0,3.859,9:50:03,4/28/2020,3.86
50:33.0,3.86,9:50:33,4/28/2020,3.859
50:48.0,3.861,9:50:48,4/28/2020,3.86
51:03.0,3.862,9:51:03,4/28/2020,3.861
51:18.0,3.863,51:18.0,4/28/2020,3.862
52:06.0,3.864,9:52:06,4/28/2020,3.863
53:06.0,3.863,53:06.0,4/28/2020,3.864
53:21.0,3.861,53:21.0,4/28/2020,3.863
53:51.0,3.86,9:53:51,4/28/2020,3.861
54:06.0,3.858,9:54:06,4/28/2020,3.86
54:21.0,3.855,9:54:21,4/28/2020,3.858
54:36.0,3.853,9:54:36,4/28/2020,3.855
54:51.0,3.852,9:54:51,4/28/2020,3.853
55:06.0,3.851,9:55:06,4/28/2020,3.852
55:21.0,3.848,55:21.0,4/28/2020,3.851
55:36.0,3.846,55:36.0,4/28/2020,3.848
55:51.0,3.844,55:51.0,4/28/2020,3.846
56:06.0,3.842,56:06.0,4/28/2020,3.844
56:21.0,3.84,56:21.0,4/28/2020,3.842
56:36.0,3.837,56:36.0,4/28/2020,3.84
56:51.0,3.836,9:56:51,4/28/2020,3.837
57:09.0,3.834,57:09.0,4/28/2020,3.836
57:24.0,3.832,57:24.0,4/28/2020,3.834
58:09.0,3.831,9:58:09,4/28/2020,3.832
58:24.0,3.829,9:58:24,4/28/2020,3.831
58:39.0,3.828,9:58:39,4/28/2020,3.829
58:54.0,3.826,9:58:54,4/28/2020,3.828
59:24.0,3.824,59:24.0,4/28/2020,3.826
00:09.0,3.823,00:09.0,4/28/2020,3.824
00:24.0,3.822,00:24.0,4/28/2020,3.823
00:39.0,3.82,10:00:39,4/28/2020,3.822
00:54.0,3.821,10:00:54,4/28/2020,3.82
01:09.0,3.822,10:01:09,4/28/2020,3.821
01:24.0,3.823,10:01:24,4/28/2020,3.822
01:39.0,3.83,10:01:39,4/28/2020,3.823
01:54.0,3.834,10:01:54,4/28/2020,3.83
02:09.0,3.836,02:09.0,4/28/2020,3.834
02:42.0,3.837,10:02:42,4/28/2020,3.836
02:57.0,3.838,10:02:57,4/28/2020,3.837
03:12.0,3.839,03:12.0,4/28/2020,3.838
03:27.0,3.84,03:27.0,4/28/2020,3.839
03:42.0,3.842,03:42.0,4/28/2020,3.84
04:57.0,3.841,10:04:57,4/28/2020,3.842
05:12.0,3.84,10:05:12,4/28/2020,3.841
06:42.0,3.841,06:42.0,4/28/2020,3.84
06:57.0,3.842,06:57.0,4/28/2020,3.841
07:12.0,3.843,07:12.0,4/28/2020,3.842
07:27.0,3.844,10:07:27,4/28/2020,3.843
07:42.0,3.845,10:07:42,4/28/2020,3.844
08:12.0,3.846,10:08:12,4/28/2020,3.845
08:27.0,3.847,10:08:27,4/28/2020,3.846
09:00.0,3.848,10:09:00,4/28/2020,3.847
09:15.0,3.849,10:09:15,4/28/2020,3.848
10:15.0,3.851,10:15.0,4/28/2020,3.849
10:45.0,3.852,10:45.0,4/28/2020,3.851
11:15.0,3.853,11:15.0,4/28/2020,3.852
11:30.0,3.854,10:11:30,4/28/2020,3.853
11:45.0,3.856,10:11:45,4/28/2020,3.854
12:30.0,3.855,10:12:30,4/28/2020,3.856
12:45.0,3.854,12:45.0,4/28/2020,3.855
13:15.0,3.853,13:15.0,4/28/2020,3.854
13:30.0,3.852,13:30.0,4/28/2020,3.853
14:48.0,3.851,14:48.0,4/28/2020,3.852
15:18.0,3.853,10:15:18,4/28/2020,3.851
15:33.0,3.854,10:15:33,4/28/2020,3.853
16:03.0,3.855,10:16:03,4/28/2020,3.854
16:18.0,3.857,10:16:18,4/28/2020,3.855
16:33.0,3.858,10:16:33,4/28/2020,3.857
16:48.0,3.859,16:48.0,4/28/2020,3.858
17:03.0,3.86,17:03.0,4/28/2020,3.859
17:18.0,3.861,17:18.0,4/28/2020,3.86
17:33.0,3.862,17:33.0,4/28/2020,3.861
18:03.0,3.863,10:18:03,4/28/2020,3.862
18:18.0,3.864,10:18:18,4/28/2020,3.863
18:33.0,3.865,10:18:33,4/28/2020,3.864
19:33.0,3.866,19:33.0,4/28/2020,3.865
19:48.0,3.867,19:48.0,4/28/2020,3.866
20:06.0,3.868,10:20:06,4/28/2020,3.867
20:21.0,3.87,10:20:21,4/28/2020,3.868
20:36.0,3.871,20:36.0,4/28/2020,3.87
20:51.0,3.872,20:51.0,4/28/2020,3.871
21:21.0,3.873,21:21.0,4/28/2020,3.872
21:36.0,3.871,21:36.0,4/28/2020,3.873
21:51.0,3.87,21:51.0,4/28/2020,3.871
22:06.0,3.869,10:22:06,4/28/2020,3.87
22:21.0,3.87,10:22:21,4/28/2020,3.869
23:21.0,3.869,10:23:21,4/28/2020,3.87
23:36.0,3.871,23:36.0,4/28/2020,3.869
24:36.0,3.87,24:36.0,4/28/2020,3.871
24:51.0,3.869,10:24:51,4/28/2020,3.87
25:54.0,3.868,10:25:54,4/28/2020,3.869
26:09.0,3.869,10:26:09,4/28/2020,3.868
26:24.0,3.868,10:26:24,4/28/2020,3.869
26:54.0,3.867,10:26:54,4/28/2020,3.868
27:24.0,3.866,27:24.0,4/28/2020,3.867
27:54.0,3.867,27:54.0,4/28/2020,3.866
28:24.0,3.866,28:24.0,4/28/2020,3.867
29:09.0,3.865,10:29:09,4/28/2020,3.866
29:39.0,3.866,10:29:39,4/28/2020,3.865
29:54.0,3.867,10:29:54,4/28/2020,3.866
30:09.0,3.868,30:09.0,4/28/2020,3.867
30:27.0,3.869,10:30:27,4/28/2020,3.868
30:42.0,3.87,10:30:42,4/28/2020,3.869
30:57.0,3.871,10:30:57,4/28/2020,3.87
31:12.0,3.872,10:31:12,4/28/2020,3.871
31:27.0,3.873,31:27.0,4/28/2020,3.872
31:42.0,3.874,31:42.0,4/28/2020,3.873
31:57.0,3.876,31:57.0,4/28/2020,3.874
32:27.0,3.877,32:27.0,4/28/2020,3.876
32:42.0,3.876,10:32:42,4/28/2020,3.877
32:57.0,3.877,10:32:57,4/28/2020,3.876
33:12.0,3.878,10:33:12,4/28/2020,3.877
33:27.0,3.879,10:33:27,4/28/2020,3.878
33:42.0,3.88,10:33:42,4/28/2020,3.879
33:57.0,3.881,33:57.0,4/28/2020,3.88
34:27.0,3.883,34:27.0,4/28/2020,3.881
34:57.0,3.885,34:57.0,4/28/2020,3.883
35:57.0,3.883,10:35:57,4/28/2020,3.885
37:00.0,3.884,10:37:00,4/28/2020,3.883
37:15.0,3.883,10:37:15,4/28/2020,3.884
37:30.0,3.884,10:37:30,4/28/2020,3.883
37:45.0,3.883,10:37:45,4/28/2020,3.884
38:00.0,3.884,38:00.0,4/28/2020,3.883
39:30.0,3.883,10:39:30,4/28/2020,3.884
39:45.0,3.884,10:39:45,4/28/2020,3.883
40:00.0,3.885,10:40:00,4/28/2020,3.884
40:15.0,3.886,10:40:15,4/28/2020,3.885
40:30.0,3.887,10:40:30,4/28/2020,3.886
40:45.0,3.889,40:45.0,4/28/2020,3.887
41:00.0,3.891,41:00.0,4/28/2020,3.889
41:15.0,3.892,41:15.0,4/28/2020,3.891
41:45.0,3.891,41:45.0,4/28/2020,3.892
42:00.0,3.892,42:00.0,4/28/2020,3.891
42:48.0,3.893,42:48.0,4/28/2020,3.892
43:03.0,3.892,43:03.0,4/28/2020,3.893
43:18.0,3.893,43:18.0,4/28/2020,3.892
43:48.0,3.892,10:43:48,4/28/2020,3.893
44:03.0,3.893,10:44:03,4/28/2020,3.892
44:48.0,3.891,44:48.0,4/28/2020,3.893
45:03.0,3.889,45:03.0,4/28/2020,3.891
45:18.0,3.888,45:18.0,4/28/2020,3.889
45:33.0,3.885,45:33.0,4/28/2020,3.888
45:48.0,3.886,45:48.0,4/28/2020,3.885
46:03.0,3.885,46:03.0,4/28/2020,3.886
46:33.0,3.886,10:46:33,4/28/2020,3.885
47:18.0,3.885,10:47:18,4/28/2020,3.886
47:33.0,3.886,47:33.0,4/28/2020,3.885
48:03.0,3.887,48:03.0,4/28/2020,3.886
48:21.0,3.888,10:48:21,4/28/2020,3.887
49:36.0,3.889,49:36.0,4/28/2020,3.888
50:06.0,3.89,10:50:06,4/28/2020,3.889
50:36.0,3.889,10:50:36,4/28/2020,3.89
51:06.0,3.89,10:51:06,4/28/2020,3.889
51:51.0,3.891,51:51.0,4/28/2020,3.89
52:36.0,3.89,52:36.0,4/28/2020,3.891
53:06.0,3.889,10:53:06,4/28/2020,3.89
54:09.0,3.89,10:54:09,4/28/2020,3.889
54:24.0,3.891,10:54:24,4/28/2020,3.89
55:24.0,3.892,55:24.0,4/28/2020,3.891
56:39.0,3.893,56:39.0,4/28/2020,3.892
57:09.0,3.894,10:57:09,4/28/2020,3.893
57:39.0,3.895,10:57:39,4/28/2020,3.894
57:54.0,3.896,10:57:54,4/28/2020,3.895
58:09.0,3.897,10:58:09,4/28/2020,3.896
58:24.0,3.898,58:24.0,4/28/2020,3.897
58:39.0,3.899,58:39.0,4/28/2020,3.898
58:54.0,3.9,58:54.0,4/28/2020,3.899
59:09.0,3.901,59:09.0,4/28/2020,3.9
59:24.0,3.902,59:24.0,4/28/2020,3.901
59:42.0,3.9,59:42.0,4/28/2020,3.902
00:27.0,3.902,00:27.0,4/28/2020,3.9
00:57.0,3.904,11:00:57,4/28/2020,3.902
01:27.0,3.905,11:01:27,4/28/2020,3.904
02:42.0,3.903,02:42.0,4/28/2020,3.905
03:27.0,3.9,03:27.0,4/28/2020,3.903
03:57.0,3.898,11:03:57,4/28/2020,3.9
04:12.0,3.897,11:04:12,4/28/2020,3.898
04:57.0,3.896,11:04:57,4/28/2020,3.897
05:12.0,3.897,05:12.0,4/28/2020,3.896
05:27.0,3.896,05:27.0,4/28/2020,3.897
06:00.0,3.897,11:06:00,4/28/2020,3.896
06:30.0,3.896,06:30.0,4/28/2020,3.897
07:00.0,3.894,07:00.0,4/28/2020,3.896
07:15.0,3.895,07:15.0,4/28/2020,3.894
07:30.0,3.894,07:30.0,4/28/2020,3.895
08:15.0,3.893,11:08:15,4/28/2020,3.894
08:30.0,3.892,11:08:30,4/28/2020,3.893
09:00.0,3.893,09:00.0,4/28/2020,3.892
09:30.0,3.892,09:30.0,4/28/2020,3.893
10:30.0,3.89,11:10:30,4/28/2020,3.892
11:18.0,3.889,11:18.0,4/28/2020,3.89
11:33.0,3.89,11:11:33,4/28/2020,3.889
12:18.0,3.891,11:12:18,4/28/2020,3.89
12:48.0,3.893,11:12:48,4/28/2020,3.891
13:03.0,3.894,13:03.0,4/28/2020,3.893
13:18.0,3.895,13:18.0,4/28/2020,3.894
13:33.0,3.896,13:33.0,4/28/2020,3.895
14:03.0,3.898,14:03.0,4/28/2020,3.896
15:33.0,3.899,15:33.0,4/28/2020,3.898
15:48.0,3.898,15:48.0,4/28/2020,3.899
16:03.0,3.899,16:03.0,4/28/2020,3.898
16:48.0,3.9,16:48.0,4/28/2020,3.899
17:18.0,3.901,11:17:18,4/28/2020,3.9
17:51.0,3.902,17:51.0,4/28/2020,3.901
18:06.0,3.901,18:06.0,4/28/2020,3.902
18:21.0,3.902,11:18:21,4/28/2020,3.901
18:36.0,3.901,11:18:36,4/28/2020,3.902
18:51.0,3.902,11:18:51,4/28/2020,3.901
19:06.0,3.903,11:19:06,4/28/2020,3.902
19:51.0,3.904,19:51.0,4/28/2020,3.903
20:21.0,3.906,20:21.0,4/28/2020,3.904
20:51.0,3.907,20:51.0,4/28/2020,3.906
21:21.0,3.908,11:21:21,4/28/2020,3.907
21:51.0,3.909,11:21:51,4/28/2020,3.908
22:21.0,3.91,22:21.0,4/28/2020,3.909
22:36.0,3.908,22:36.0,4/28/2020,3.91
23:24.0,3.909,23:24.0,4/28/2020,3.908
25:39.0,3.91,11:25:39,4/28/2020,3.909
25:54.0,3.909,11:25:54,4/28/2020,3.91
26:54.0,3.908,26:54.0,4/28/2020,3.909
28:39.0,3.907,11:28:39,4/28/2020,3.908
28:57.0,3.908,11:28:57,4/28/2020,3.907
29:42.0,3.909,11:29:42,4/28/2020,3.908
00:15.0,3.911,13:00:15,4/28/2020,3.909
00:45.0,3.909,13:00:45,4/28/2020,3.911
01:00.0,3.908,13:01:00,4/28/2020,3.909
01:45.0,3.909,01:45.0,4/28/2020,3.908
03:30.0,3.907,13:03:30,4/28/2020,3.909
03:45.0,3.906,13:03:45,4/28/2020,3.907
04:30.0,3.905,04:30.0,4/28/2020,3.906
04:45.0,3.904,04:45.0,4/28/2020,3.905
05:00.0,3.903,05:00.0,4/28/2020,3.904
05:18.0,3.902,13:05:18,4/28/2020,3.903
05:33.0,3.901,05:33.0,4/28/2020,3.902
05:48.0,3.902,05:48.0,4/28/2020,3.901
06:48.0,3.901,13:06:48,4/28/2020,3.902
07:03.0,3.9,13:07:03,4/28/2020,3.901
07:18.0,3.899,13:07:18,4/28/2020,3.9
08:18.0,3.9,08:18.0,4/28/2020,3.899
09:18.0,3.901,09:18.0,4/28/2020,3.9
09:33.0,3.902,09:33.0,4/28/2020,3.901
10:03.0,3.903,13:10:03,4/28/2020,3.902
10:18.0,3.904,13:10:18,4/28/2020,3.903
10:33.0,3.903,13:10:33,4/28/2020,3.904
10:51.0,3.901,13:10:51,4/28/2020,3.903
11:51.0,3.902,13:11:51,4/28/2020,3.901
12:21.0,3.903,12:21.0,4/28/2020,3.902
12:51.0,3.904,12:51.0,4/28/2020,3.903
13:21.0,3.905,13:21.0,4/28/2020,3.904
14:06.0,3.906,13:14:06,4/28/2020,3.905
14:21.0,3.907,13:14:21,4/28/2020,3.906
14:51.0,3.906,14:51.0,4/28/2020,3.907
16:54.0,3.907,16:54.0,4/28/2020,3.906
17:24.0,3.908,17:24.0,4/28/2020,3.907
17:39.0,3.907,13:17:39,4/28/2020,3.908
18:39.0,3.908,13:18:39,4/28/2020,3.907
18:54.0,3.909,18:54.0,4/28/2020,3.908
19:24.0,3.91,19:24.0,4/28/2020,3.909
19:39.0,3.911,19:39.0,4/28/2020,3.91
19:54.0,3.91,19:54.0,4/28/2020,3.911
20:09.0,3.911,20:09.0,4/28/2020,3.91
20:24.0,3.912,13:20:24,4/28/2020,3.911
20:39.0,3.913,13:20:39,4/28/2020,3.912
21:09.0,3.914,13:21:09,4/28/2020,3.913
21:24.0,3.913,13:21:24,4/28/2020,3.914
21:39.0,3.91,21:39.0,4/28/2020,3.913
21:54.0,3.911,21:54.0,4/28/2020,3.91
22:12.0,3.91,13:22:12,4/28/2020,3.911
22:57.0,3.911,22:57.0,4/28/2020,3.91
23:27.0,3.912,23:27.0,4/28/2020,3.911
23:42.0,3.91,23:42.0,4/28/2020,3.912
24:42.0,3.911,13:24:42,4/28/2020,3.91
25:27.0,3.912,13:25:27,4/28/2020,3.911
25:42.0,3.911,25:42.0,4/28/2020,3.912
25:57.0,3.912,25:57.0,4/28/2020,3.911
26:12.0,3.91,26:12.0,4/28/2020,3.912
26:27.0,3.911,26:27.0,4/28/2020,3.91
26:57.0,3.909,26:57.0,4/28/2020,3.911
27:12.0,3.907,13:27:12,4/28/2020,3.909
27:27.0,3.908,13:27:27,4/28/2020,3.907
27:57.0,3.907,13:27:57,4/28/2020,3.908
28:42.0,3.906,28:42.0,4/28/2020,3.907
29:00.0,3.905,13:29:00,4/28/2020,3.906
29:15.0,3.906,13:29:15,4/28/2020,3.905
30:45.0,3.908,30:45.0,4/28/2020,3.906
32:15.0,3.906,13:32:15,4/28/2020,3.908
32:45.0,3.905,32:45.0,4/28/2020,3.906
33:30.0,3.904,33:30.0,4/28/2020,3.905
34:00.0,3.903,13:34:00,4/28/2020,3.904
