iopv,date,iopv_lag,time,timestamp
3.835,2020-04-17,3.8360000000000003,11:21:11,2020-04-17 11:21:11.000
3.8360000000000003,2020-04-17,3.835,11:21:20,2020-04-17 11:21:20.000
3.835,2020-04-17,3.8360000000000003,11:22:14,2020-04-17 11:22:14.000
3.8360000000000003,2020-04-17,3.835,11:22:20,2020-04-17 11:22:20.000
3.835,2020-04-17,3.8360000000000003,11:22:29,2020-04-17 11:22:29.000
3.8360000000000003,2020-04-17,3.835,11:22:35,2020-04-17 11:22:35.000
3.835,2020-04-17,3.8360000000000003,11:22:41,2020-04-17 11:22:41.000
3.8339999999999996,2020-04-17,3.835,11:22:56,2020-04-17 11:22:56.000
3.833,2020-04-17,3.8339999999999996,11:23:44,2020-04-17 11:23:44.000
3.8339999999999996,2020-04-17,3.833,11:23:50,2020-04-17 11:23:50.000
3.835,2020-04-17,3.8339999999999996,11:25:35,2020-04-17 11:25:35.000
3.8360000000000003,2020-04-17,3.835,11:26:56,2020-04-17 11:26:56.000
3.835,2020-04-17,3.8360000000000003,11:27:05,2020-04-17 11:27:05.000
3.8360000000000003,2020-04-17,3.835,11:27:14,2020-04-17 11:27:14.000
3.835,2020-04-17,3.8360000000000003,11:27:20,2020-04-17 11:27:20.000
3.8360000000000003,2020-04-17,3.835,11:27:26,2020-04-17 11:27:26.000
3.835,2020-04-17,3.8360000000000003,11:27:29,2020-04-17 11:27:29.000
3.8360000000000003,2020-04-17,3.835,11:30:05,2020-04-17 11:30:05.000
