timestamp,iopv
2020-04-23 09:15:03.001,3.892
2020-04-23 09:15:12.001,3.892
2020-04-23 09:18:03.001,3.892
2020-04-23 09:18:57.001,3.892
2020-04-23 09:20:00.001,3.892
2020-04-23 09:20:48.001,3.892
2020-04-23 09:23:21.000,3.892
2020-04-23 09:23:57.001,3.892
2020-04-23 09:24:06.000,3.892
2020-04-23 09:24:24.000,3.892
2020-04-23 09:24:42.001,3.892
2020-04-23 09:25:00.001,3.892
2020-04-23 09:25:03.000,3.892
2020-04-23 09:25:21.001,3.905
2020-04-23 09:30:03.001,3.905
2020-04-23 09:30:06.001,3.904
2020-04-23 09:30:09.000,3.904
2020-04-23 09:30:12.001,3.904
2020-04-23 09:30:15.000,3.904
2020-04-23 09:30:21.001,3.904
2020-04-23 09:30:24.000,3.904
2020-04-23 09:30:27.001,3.904
2020-04-23 09:30:30.001,3.904
2020-04-23 09:30:33.000,3.904
2020-04-23 09:30:36.001,3.904
2020-04-23 09:30:39.000,3.904
2020-04-23 09:30:42.001,3.904
2020-04-23 09:30:45.001,3.904
2020-04-23 09:30:48.000,3.904
2020-04-23 09:30:51.001,3.904
2020-04-23 09:30:54.001,3.904
2020-04-23 09:30:57.000,3.904
2020-04-23 09:31:00.001,3.904
2020-04-23 09:31:03.000,3.904
2020-04-23 09:31:06.001,3.904
2020-04-23 09:31:09.001,3.903
2020-04-23 09:31:12.000,3.903
2020-04-23 09:31:15.001,3.903
2020-04-23 09:31:18.000,3.903
2020-04-23 09:31:21.000,3.903
2020-04-23 09:31:24.001,3.901
2020-04-23 09:31:27.000,3.901
2020-04-23 09:31:30.001,3.901
2020-04-23 09:31:33.000,3.901
2020-04-23 09:31:36.000,3.901
2020-04-23 09:31:39.001,3.899
2020-04-23 09:31:42.000,3.899
2020-04-23 09:31:45.001,3.899
2020-04-23 09:31:48.001,3.899
2020-04-23 09:31:51.000,3.899
2020-04-23 09:31:54.001,3.9
2020-04-23 09:31:57.000,3.9
2020-04-23 09:32:00.000,3.9
2020-04-23 09:32:03.001,3.9
2020-04-23 09:32:06.000,3.9
2020-04-23 09:32:09.001,3.9
2020-04-23 09:32:12.001,3.9
2020-04-23 09:32:15.000,3.9
2020-04-23 09:32:18.001,3.9
2020-04-23 09:32:21.000,3.9
2020-04-23 09:32:24.001,3.9
2020-04-23 09:32:27.001,3.9
2020-04-23 09:32:30.000,3.9
2020-04-23 09:32:33.001,3.9
2020-04-23 09:32:36.000,3.9
2020-04-23 09:32:39.000,3.901
2020-04-23 09:32:42.001,3.901
2020-04-23 09:32:45.000,3.901
2020-04-23 09:32:48.001,3.901
2020-04-23 09:32:51.001,3.901
2020-04-23 09:32:54.000,3.901
2020-04-23 09:32:57.001,3.901
2020-04-23 09:33:00.000,3.901
2020-04-23 09:33:03.000,3.901
2020-04-23 09:33:06.001,3.901
2020-04-23 09:33:09.000,3.901
2020-04-23 09:33:12.001,3.901
2020-04-23 09:33:15.001,3.901
2020-04-23 09:33:18.000,3.901
2020-04-23 09:33:21.001,3.901
2020-04-23 09:33:24.000,3.901
2020-04-23 09:33:27.001,3.901
2020-04-23 09:33:30.001,3.901
2020-04-23 09:33:33.000,3.901
2020-04-23 09:33:36.001,3.901
2020-04-23 09:33:39.000,3.9
2020-04-23 09:33:42.000,3.9
2020-04-23 09:33:45.001,3.9
2020-04-23 09:33:48.000,3.9
2020-04-23 09:33:51.001,3.9
2020-04-23 09:33:54.001,3.9
2020-04-23 09:33:57.000,3.9
2020-04-23 09:34:00.001,3.9
